0.73531,-0.43665,0.72315,0.042291,0.73196,0.8921,0.14265,0.32166,0.54481,0.61592,0.12521,-0.1139,1.5481,0.2868,1.5331,1.604,0.32047,0.29921,0.30592,0.49005,0.391,0.17689,-0.0056936,0.039397,-0.0020998,-0.0014697,0.071998,0.063293,0.055221,0.04596,0.11077,0.079302,0.16478,0.17777,0.14017,0.071905,0.13318,0.12564,0.11937,0.15937,0.15798,0.18798
-0.010766,0.006393,0.037326,0.23548,0.053843,0.047127,0.12527,0.1449,0.15711,0.1222,0.15234,0.14507,0.2868,0.76717,0.36333,0.21414,0.33952,0.35815,0.24875,0.35865,0.4172,0.28988,-0.16772,0.48237,-0.1605,-0.12429,0.039649,-0.0042594,0.037713,-0.027867,0.11839,0.17579,0.17777,1.1407,0.1481,0.058347,0.43169,0.16129,0.16705,0.16025,0.40938,0.27552
0.72106,-0.42819,0.72163,0.067229,0.74423,0.89089,0.15794,0.43432,0.61531,0.66145,0.18136,-0.027262,1.5331,0.36333,1.6139,1.5989,0.3219,0.41679,0.37344,0.59587,0.493,0.24522,0.00016361,0.04116,0.0058407,0.0022122,0.060645,0.089042,0.071066,0.052697,0.10007,0.091098,0.14017,0.1481,0.14548,0.061918,0.10971,0.15723,0.13187,0.17229,0.13877,0.175
0.71081,-0.4221,0.84899,0.057507,0.85489,1.0642,0.10972,0.30115,0.59215,0.66101,0.066519,-0.2119,1.604,0.21414,1.5989,1.8191,0.2722,0.25619,0.28694,0.40081,0.29757,0.12688,0.032313,0.017332,0.032342,0.025654,0.014709,0.026711,0.02503,0.030282,0.028829,-0.0070463,0.071905,0.058347,0.061918,0.037792,0.017188,0.046331,0.040203,0.06882,0.04331,0.05934
-0.086889,0.051598,0.024539,0.035961,0.044913,0.042064,0.27052,0.19978,0.26507,0.16319,0.074701,0.16865,0.32047,0.33952,0.3219,0.2722,0.92673,0.42773,0.41275,0.47912,0.37034,0.35505,-0.29165,0.033632,-0.27061,-0.21522,0.40831,0.16124,0.074612,0.030441,0.28994,0.54,0.13318,0.43169,0.10971,0.017188,1.0391,0.31502,0.21118,0.28367,0.43956,0.47978
0.37988,-0.22559,0.073047,0.11495,0.13302,0.080492,0.35122,0.78488,0.59573,0.40111,0.50289,0.60408,0.29921,0.35815,0.41679,0.25619,0.42773,1.0542,0.61743,0.57759,0.67009,0.67155,-0.055895,0.044072,-0.025945,-0.039968,0.13309,0.43457,0.39081,0.18169,0.2202,0.54119,0.12564,0.16129,0.15723,0.046331,0.31502,0.83371,0.79387,0.6541,0.23566,0.84715
0.32897,-0.19535,0.12855,0.069248,0.16572,0.14708,0.24159,0.46836,0.48186,0.31974,0.29894,0.30354,0.30592,0.24875,0.37344,0.28694,0.41275,0.61743,0.51219,0.46494,0.47372,0.39662,-0.061876,0.019504,-0.034951,-0.042864,0.10797,0.39117,0.53542,0.19679,0.23569,0.53789,0.11937,0.16705,0.13187,0.040203,0.21118,0.79387,1.1892,0.79066,0.21556,0.89389
0.52904,-0.31416,0.19081,0.03216,0.22198,0.21112,0.1599,0.40675,0.39617,0.34904,0.25127,0.21503,0.49005,0.35865,0.59587,0.40081,0.47912,0.57759,0.46494,0.79956,0.50647,0.40812,0.011813,-0.027936,0.03467,0.0073339,0.27916,0.39529,0.40199,0.26977,0.26342,0.4253,0.15937,0.16025,0.17229,0.06882,0.28367,0.6541,0.79066,0.85596,0.20311,0.68227
-0.0084557,0.0050213,0.037335,-0.064853,0.076549,0.042478,0.28239,0.49992,0.38826,0.28275,0.67174,0.40543,0.391,0.4172,0.493,0.29757,0.37034,0.67009,0.47372,0.50647,1.4825,0.40309,-0.18098,0.057321,-0.16788,-0.13347,0.1567,0.076837,0.061141,-0.0073689,0.3219,0.31003,0.15798,0.40938,0.13877,0.04331,0.43956,0.23566,0.21556,0.20311,0.71678,0.35077
0.10109,-0.060033,-0.025786,0.044449,0.017349,-0.028438,0.32291,0.5234,0.37683,0.25133,0.3459,0.55259,0.17689,0.28988,0.24522,0.12688,0.35505,0.67155,0.39662,0.40812,0.40309,0.59524,-0.14357,0.0088914,-0.11148,-0.10308,0.2165,0.425,0.40689,0.1654,0.28324,0.772,0.18798,0.27552,0.175,0.05934,0.47978,0.84715,0.89389,0.68227,0.35077,1.233
